_id,ProjectCode,Frequency,ProjectType,SOWFile,SampleFiles,PMId,ProjectName,BDEId,DepartmentId,CreatedBy,Timeline,Description,Priority,Status,qaStatus,BAU,POC,DeveloperIds,FrameworkType,QAReportCount,ManageBy,QARules,RulesStatus,RulesApply,DBStatus,DBType,Feeds,reworkCount,developerStatus,CreatedDate,history,qaCycleTimes,assignedFiles,qaReports,devSubmissions,createdAt,updatedAt,__v
68d61b03194273cbc25f7059,[ACT-101],Weekly,POC,,,,Flipkart,,68b5348e73a3b59668cafe6d,,,,High,New,,None,None,,N/A,0,N/A,0,Draft,Database,Actowizdb,MongoDB,,0,New,2025-09-26T04:48:03.968Z,,,,,,2025-09-26T04:48:03.974Z,2025-09-26T04:48:03.986Z,0
